account_id,customer_id,email,full_name,ssn_plain,dob,customer_created_at,customer_updated_at,account_type,opened_at,account_status,account_updated_at,txn_id,merchant_name,amount_cents,currency,txn_time,category,status,txn_created_at,txn_updated_at,amount_dollars
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3841,Exxon,48448,USD,2024-05-14T04:29:59,food,pending,2024-05-14T04:29:59,2024-05-14T13:20:59,484.48
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3840,Target,81746,USD,2025-01-22T04:14:39,retail,pending,2025-01-22T04:14:39,2025-01-22T13:09:39,817.46
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3839,Apple,54,USD,2025-03-11T13:56:52,coffee,pending,2025-03-11T13:56:52,2025-03-11T14:23:52,0.54
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3838,Apple,22776,USD,2024-06-25T08:44:28,rideshare,pending,2024-06-25T08:44:28,2024-06-26T06:22:28,227.76
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3837,Lyft,76738,USD,2025-05-14T12:46:27,coffee,pending,2025-05-14T12:46:27,2025-05-14T18:17:27,767.38
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3836,Starbucks,34075,USD,2025-01-18T05:47:04,retail,posted,2025-01-18T05:47:04,2025-01-19T04:21:04,340.75
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3835,Exxon,6363,USD,2024-01-11T05:55:51,food,reversed,2024-01-11T05:55:51,2024-01-11T07:08:51,63.63
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3834,Walmart,14186,USD,2024-01-14T23:52:37,coffee,posted,2024-01-14T23:52:37,2024-01-15T21:29:37,141.86
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3833,Amazon,82221,USD,2024-06-29T21:50:30,coffee,reversed,2024-06-29T21:50:30,2024-06-30T04:31:30,822.21
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3832,Lyft,62392,USD,2025-03-11T21:07:07,travel,pending,2025-03-11T21:07:07,2025-03-12T18:29:07,623.92
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3831,Uber,32326,USD,2024-05-22T15:13:01,coffee,reversed,2024-05-22T15:13:01,2024-05-23T06:28:01,323.26
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3830,McDonalds,45324,USD,2025-05-21T00:37:19,retail,pending,2025-05-21T00:37:19,2025-05-21T21:12:19,453.24
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3829,Netflix,38418,USD,2024-03-29T15:55:27,food,pending,2024-03-29T15:55:27,2024-03-29T17:49:27,384.18
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3828,Netflix,68042,USD,2024-03-13T02:09:05,travel,pending,2024-03-13T02:09:05,2024-03-14T00:16:05,680.42
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3827,Costco,75362,USD,2024-04-18T00:32:53,fuel,posted,2024-04-18T00:32:53,2024-04-18T12:30:53,753.62
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3826,Shell,70277,USD,2025-01-10T00:54:02,rideshare,reversed,2025-01-10T00:54:02,2025-01-10T03:17:02,702.77
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3825,Google,99345,USD,2024-04-06T22:24:42,grocery,posted,2024-04-06T22:24:42,2024-04-07T09:39:42,993.45
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3824,Lyft,1229,USD,2025-02-17T08:56:50,retail,pending,2025-02-17T08:56:50,2025-02-17T18:51:50,12.29
1,1,patricia.smith4507@example.com,Patricia Smith,328-27-2679,1967-10-19,2024-04-03T15:34:41,2024-07-20T15:34:41,savings,2025-03-15,frozen,2025-05-14T12:09:38,3823,Amazon,36847,USD,2024-10-22T07:06:17,rideshare,reversed,2024-10-22T07:06:17,2024-10-22T19:42:17,368.47
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5044,Google,55968,USD,2025-03-22T16:24:22,food,pending,2025-03-22T16:24:22,2025-03-22T20:33:22,559.68
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5043,Google,11847,USD,2024-06-26T01:56:51,fuel,posted,2024-06-26T01:56:51,2024-06-26T07:41:51,118.47
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5042,Walmart,98496,USD,2025-01-16T10:39:05,coffee,pending,2025-01-16T10:39:05,2025-01-17T00:18:05,984.96
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5041,Uber,91285,USD,2025-01-07T12:32:30,grocery,posted,2025-01-07T12:32:30,2025-01-07T20:24:30,912.85
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5040,Airbnb,53193,USD,2024-11-17T00:22:52,streaming,reversed,2024-11-17T00:22:52,2024-11-17T15:04:52,531.93
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5039,Google,31467,USD,2024-11-15T09:13:18,fuel,reversed,2024-11-15T09:13:18,2024-11-15T19:50:18,314.67
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5038,Amazon,227,USD,2025-02-17T03:07:52,streaming,reversed,2025-02-17T03:07:52,2025-02-17T11:09:52,2.27
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5037,Airbnb,49954,USD,2024-05-31T19:29:25,rideshare,pending,2024-05-31T19:29:25,2024-06-01T03:41:25,499.54
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5036,Airbnb,71504,USD,2025-02-25T11:56:01,rideshare,reversed,2025-02-25T11:56:01,2025-02-26T04:37:01,715.04
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5035,McDonalds,19639,USD,2025-02-07T09:56:57,rideshare,posted,2025-02-07T09:56:57,2025-02-08T02:51:57,196.39
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5034,Apple,73511,USD,2024-03-29T19:13:42,retail,pending,2024-03-29T19:13:42,2024-03-30T05:49:42,735.11
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5033,Lyft,44670,USD,2024-08-01T02:12:40,grocery,pending,2024-08-01T02:12:40,2024-08-01T23:22:40,446.7
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5032,Starbucks,88761,USD,2025-02-24T18:45:07,fuel,reversed,2025-02-24T18:45:07,2025-02-25T06:16:07,887.61
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5031,Starbucks,62603,USD,2025-03-24T18:24:36,coffee,reversed,2025-03-24T18:24:36,2025-03-25T05:29:36,626.03
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5030,Google,29903,USD,2024-05-12T21:31:34,fuel,reversed,2024-05-12T21:31:34,2024-05-12T21:41:34,299.03
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5029,Netflix,66961,USD,2025-06-22T15:34:54,rideshare,reversed,2025-06-22T15:34:54,2025-06-23T13:47:54,669.61
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5028,Uber,62345,USD,2025-02-19T04:06:51,streaming,reversed,2025-02-19T04:06:51,2025-02-19T22:35:51,623.45
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5027,Target,37091,USD,2024-06-16T22:18:33,retail,posted,2024-06-16T22:18:33,2024-06-17T09:49:33,370.91
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5026,Apple,71326,USD,2024-02-07T17:09:09,rideshare,pending,2024-02-07T17:09:09,2024-02-07T23:22:09,713.26
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5025,Google,74021,USD,2024-01-21T12:39:13,grocery,posted,2024-01-21T12:39:13,2024-01-22T11:02:13,740.21
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5024,Home Depot,12168,USD,2025-01-18T01:01:28,fuel,reversed,2025-01-18T01:01:28,2025-01-18T01:19:28,121.68
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5023,Home Depot,26599,USD,2024-07-11T11:40:24,travel,pending,2024-07-11T11:40:24,2024-07-11T12:39:24,265.99
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5022,Exxon,50063,USD,2024-11-04T06:47:48,rideshare,reversed,2024-11-04T06:47:48,2024-11-04T11:27:48,500.63
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5021,Shell,75831,USD,2024-09-25T06:09:47,streaming,posted,2024-09-25T06:09:47,2024-09-26T02:32:47,758.31
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5020,Costco,50289,USD,2024-11-25T17:43:47,travel,pending,2024-11-25T17:43:47,2024-11-25T18:10:47,502.89
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5019,Target,2060,USD,2024-12-07T08:43:55,food,pending,2024-12-07T08:43:55,2024-12-07T10:46:55,20.6
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5018,Exxon,10166,USD,2024-02-29T16:12:08,retail,posted,2024-02-29T16:12:08,2024-03-01T15:45:08,101.66
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5017,Exxon,23669,USD,2024-01-21T06:29:32,travel,reversed,2024-01-21T06:29:32,2024-01-21T23:40:32,236.69
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5016,McDonalds,47456,USD,2024-02-28T10:36:17,rideshare,pending,2024-02-28T10:36:17,2024-02-29T00:03:17,474.56
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5015,Lyft,18119,USD,2025-06-30T07:30:04,travel,pending,2025-06-30T07:30:04,2025-06-30T15:13:04,181.19
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5014,Amazon,43212,USD,2024-10-30T13:47:44,travel,posted,2024-10-30T13:47:44,2024-10-31T01:37:44,432.12
3,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,credit,2023-06-10,closed,2023-08-30T08:30:26,5013,Walmart,62630,USD,2024-01-22T14:31:36,streaming,reversed,2024-01-22T14:31:36,2024-01-23T06:43:36,626.3
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3638,Starbucks,98807,USD,2025-02-24T15:40:22,grocery,posted,2025-02-24T15:40:22,2025-02-25T15:01:22,988.07
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3637,Uber,1465,USD,2024-04-11T18:25:35,grocery,posted,2024-04-11T18:25:35,2024-04-12T10:15:35,14.65
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3636,Uber,61618,USD,2024-03-18T01:23:07,coffee,reversed,2024-03-18T01:23:07,2024-03-18T06:07:07,616.18
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3635,Starbucks,49420,USD,2024-12-03T22:32:29,grocery,posted,2024-12-03T22:32:29,2024-12-04T03:55:29,494.2
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3634,Uber,4041,USD,2024-06-24T19:39:10,retail,pending,2024-06-24T19:39:10,2024-06-25T16:18:10,40.41
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3633,Airbnb,68493,USD,2025-05-12T03:08:04,coffee,reversed,2025-05-12T03:08:04,2025-05-12T16:20:04,684.93
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3632,Starbucks,45033,USD,2024-08-14T02:48:28,rideshare,pending,2024-08-14T02:48:28,2024-08-14T13:47:28,450.33
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3631,McDonalds,79341,USD,2024-04-22T03:47:26,fuel,reversed,2024-04-22T03:47:26,2024-04-23T00:15:26,793.41
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3630,Target,6052,USD,2024-12-17T05:12:58,rideshare,pending,2024-12-17T05:12:58,2024-12-18T03:37:58,60.52
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3629,Starbucks,-41,USD,2024-10-21T05:47:03,streaming,pending,2024-10-21T05:47:03,2024-10-21T18:22:03,-0.41
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3628,Apple,1774,USD,2025-03-30T08:25:38,coffee,posted,2025-03-30T08:25:38,2025-03-31T03:38:38,17.74
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3627,Lyft,68068,USD,2024-09-11T11:25:53,fuel,posted,2024-09-11T11:25:53,2024-09-11T21:02:53,680.68
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3626,Costco,30322,USD,2024-09-22T15:29:29,food,reversed,2024-09-22T15:29:29,2024-09-22T19:10:29,303.22
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3625,Starbucks,90987,USD,2024-12-18T22:03:20,streaming,pending,2024-12-18T22:03:20,2024-12-19T09:20:20,909.87
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3624,Amazon,65146,USD,2024-08-22T04:01:23,retail,posted,2024-08-22T04:01:23,2024-08-22T06:44:23,651.46
2,2,mary.smith1536@example.com,Mary Smith,338-74-1434,1977-11-02,2024-05-19T18:43:26,2024-11-14T18:43:26,checking,2023-03-14,closed,2023-04-24T03:18:50,3623,Starbucks,95510,USD,2024-07-05T17:09:44,streaming,pending,2024-07-05T17:09:44,2024-07-06T00:24:44,955.1
5,3,sarah.wilson3612@testmail.com,Sarah Wilson,703-45-1106,1974-04-28,2024-06-26T06:15:41,2024-10-12T06:15:41,savings,2023-09-28,closed,2023-11-15T01:35:27,5133,Google,15826,USD,2024-05-30T18:42:23,food,pending,2024-05-30T18:42:23,2024-05-31T02:06:23,158.26
5,3,sarah.wilson3612@testmail.com,Sarah Wilson,703-45-1106,1974-04-28,2024-06-26T06:15:41,2024-10-12T06:15:41,savings,2023-09-28,closed,2023-11-15T01:35:27,5132,Home Depot,50355,USD,2024-06-12T01:35:33,food,reversed,2024-06-12T01:35:33,2024-06-12T08:42:33,503.55
5,3,sarah.wilson3612@testmail.com,Sarah Wilson,703-45-1106,1974-04-28,2024-06-26T06:15:41,2024-10-12T06:15:41,savings,2023-09-28,closed,2023-11-15T01:35:27,5131,McDonalds,61201,USD,2024-06-04T10:14:24,retail,pending,2024-06-04T10:14:24,2024-06-04T22:27:24,612.01
5,3,sarah.wilson3612@testmail.com,Sarah Wilson,703-45-1106,1974-04-28,2024-06-26T06:15:41,2024-10-12T06:15:41,savings,2023-09-28,closed,2023-11-15T01:35:27,5130,Walmart,46247,USD,2025-01-06T18:24:58,coffee,posted,2025-01-06T18:24:58,2025-01-07T13:26:58,462.47
5,3,sarah.wilson3612@testmail.com,Sarah Wilson,703-45-1106,1974-04-28,2024-06-26T06:15:41,2024-10-12T06:15:41,savings,2023-09-28,closed,2023-11-15T01:35:27,5129,Starbucks,82842,USD,2024-04-23T21:31:37,streaming,posted,2024-04-23T21:31:37,2024-04-24T11:09:37,828.42
